"id","hsncode","name","gst_tax_ids:id"
"15121940","15121940","Suffola oil (Vegetable oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15122100","15122100","Cotton-seed oil (crude oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15122900","15122900","Cotton seed oil (other than crude oil) and its fractions","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15122910","15122910","Cottonseed oil (Edible oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15122990","15122990","Cottonseed oil (Vegetable oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15130000","15130000","Coconut (copra) , palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15131100","15131100","Coconut (copra) oil (crude oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15131900","15131900","Other coconut oil and its fractions","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15132110","15132110","Palm kernel oil (Edible oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15132120","15132120","Palm kernel oil, babassu oil (crude oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15132920","15132920","Babassu oil (Edible)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"15132930","15132930","Palm kernel oil, babassu oil and its fractions (other than crude oil)","GSTO5,GSTI5,IGSTO5,IGSTI5,UGSTO5,UGSTI5"
"20081100","20081100","Ground-nuts (prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20081900","20081900","Other nuts, seeds (prepared or preserved; including mixtures)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20081910","20081910","Cashew nut, roasted, saltdd or roasted and salted","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20081920","20081920","Other roasted nuts and seeds","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20081930","20081930","Other nuts, otherwise rpepared or preserved","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20081940","20081940","Other roasted and fried vegetable products","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20082000","20082000","Pineapples (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20083000","20083000","Citrus fruit (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20084000","20084000","Pears (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20085000","20085000","Apricots (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20086000","20086000","Cherries (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20087000","20087000","Peaches (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20088000","20088000","Strawberries (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20089100","20089100","Palm hearts (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20089200","20089200","Mixtures of fruit, nuts (otherwise prepared or preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20089900","20089900","Other fruit, nuts, edible parts of plants (otherwise prepared, preserved)","GSTO18,GSTI18,IGSTO18,IGSTI18,UGSTO18,UGSTI18"
"20090000","20090000","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or othersweetening matter.","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20091100","20091100","Orange juice (frozen)","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20091900","20091900","Orange juice (other than frozen)","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20092000","20092000","Grapefruit juice","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20093000","20093000","Juice of any other single citrus fruit","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20094000","20094000","Pineapple juice","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20095000","20095000","Tomato juice","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20096000","20096000","Grape juice (including grape must)","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20097000","20097000","Apple juice","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20098000","20098000","Juice of any other single fruit or vegetable","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"20099000","20099000","Mixtures of juice (of fruit, vegetable)","GSTO12,GSTI12,IGSTO12,IGSTI12,UGSTO12,UGSTI12"
"21011000","21011000","Extracts, essences, concentrates of coffee, thereof preparations","GSTO28,GSTI28,IGSTO28,IGSTI28,UGSTO28,UGSTI28"
"21011110","21011110","Instant coffee, flavoured","GSTO28,GSTI28,IGSTO28,IGSTI28,UGSTO28,UGSTI28"
"21011120","21011120","Instant Coffee","GSTO28,GSTI28,IGSTO28,IGSTI28,UGSTO28,UGSTI28"
"21011120","21011120","Instant coffee, not flavoured","GSTO28,GSTI28,IGSTO28,IGSTI28,UGSTO28,UGSTI28"
"21011130","21011130","Coffee aroma","GSTO28,GSTI28,IGSTO28,IGSTI28,UGSTO28,UGSTI28"
